vehicle_id,model_id,location_id,engine_id,title,year,used_or_new,vehicle_type,doors,seats,colour_ext_int,kilometres,price
Y7451N8597Z,Y3190E4448O,E5428N2993S,Q1974R9556M,2019 Daihatsu Hijet,2019,USED,Other,,,Green / Grey,19730,33888
B7662B7484V,M6292G6880S,D4233C5983Y,O5408Y9532C,2013 Toyota RAV4 Cruiser (4X4),2013,USED,AWD, 4 Doors, 5 Seats,Grey / Black Leather,292134,14995
J7789T5759O,R1800Q7587Y,A8762P6716M,H4594F5932H,2008 Toyota Hilux SR5 (4X4),2008,USED,4WD, 4 Doors, 5 Seats,White / Grey,251000,21290
W4009M7935M,X2922S4507Q,B5078L8731T,Q5208Z1068T,2014 Mazda 3 Maxx,2014,USED,Front, 5 Doors, 5 Seats,Brown / Black,130242,16388
J7174X3339U,D5338D6242C,Z1584C2882O,K4661R7080J,2021 Hyundai Venue Elite ((sunroof),2021,USED,Front, 4 Doors, 5 Seats,White / Grey,35024,26990
P4651Y6945Z,O2723O9696J,P7084K2654H,Y4697M4561X,2015 BMW X1 Xdrive 20D,2015,USED,AWD, 4 Doors, 5 Seats,White / -,44145,32000
Z5975P9797V,P6430U4792H,S9721X2611T,J5083O6653Z,2021 BMW 330I M Sport,2021,USED,Rear, 4 Doors, 5 Seats,Black / -,29567,67988
T1397R2207I,A3643F8209N,P7527N8917Q,N7113U4359S,2007 Mazda 6 Classic Sports,2007,USED,Front, 5 Doors, 5 Seats,Black / -,223898,7600
A1758X7361N,T8172Z3200C,Y7630J8532P,J7344D6003F,2013 Hyundai Veloster +,2013,USED,Front, 3 Doors, 4 Seats,White / -,155244,17990
C3901P3601T,T8268I6653L,E3353X4468D,Q4691P7014N,2017 Toyota Camry Altise,2017,USED,Front, 4 Doors, 5 Seats,Grey / -,149988,19950
Q9083L4015N,L4759X5290O,B3662O7929S,L9361B2607X,2011 Mitsubishi Lancer ES Sportback,2011,USED,Front, 5 Doors, 5 Seats,Red / -,205373,9990
I4738W5737M,N7843I4229D,H2065I1613I,D5493X6505N,2020 BMW M4 Competition,2020,USED,Rear, 2 Doors, 4 Seats,White / Black,2858,129988
Q3432C4285M,Y1948E7847S,O1934H2491G,J9526H9522F,2011 Suzuki Swift GL,2011,USED,Front, 5 Doors, 5 Seats,Grey / Black,201011,7999
P9460R5388F,E2233K3461I,S5982R1129Z,L5120L7415K,2008 Ford Transit,2008,USED,Rear, 2 Doors, 3 Seats,White / -,305593,9995
H5237R9471B,A1875E6207Y,D4933N8847T,V7897X5355U,2009 Toyota Estima X (hybrid),2009,USED,Other,,,Black / Beige,165589,19900
B2833Q6744I,D6698H8140D,B1236U6417E,O7461F4708S,2017 Peugeot 308 Active,2017,USED,Front, 5 Doors, 5 Seats,Silver / Black,57217,16990
I5671C2669P,W9982U4754X,Y3294F6976I,N8346K1468Q,2017 Holden Trax LT,2017,USED,Front, 4 Doors, 5 Seats,Blue / -,83147,17888
Z5299Q5167E,I8624D1193T,W2442R6081J,U6591D2532H,2015 Mitsubishi Triton GLX (4X4),2015,USED,4WD, 4 Doors, 5 Seats,White / -,204000,18995
O5454B8894Y,O7299O3873E,H8694E6913T,N6712K4133N,2013 Subaru Forester 2.0I,2013,USED,AWD, 4 Doors, 5 Seats,Red / -,122077,16857
M5023V7476O,V9987B3431R,R2986H4158Y,H6809Y6684Y,2015 Mazda CX-3 S Touring (fwd),2015,USED,Front, 4 Doors, 5 Seats,Blue / Black,60581,22990
M2949O3303X,L6743U5890P,M9150H8715T,O6356L6841H,2010 Nissan Navara RX (4X4),2010,USED,4WD, 2 Doors, 2 Seats,White / -,259488,13950
C3975Y3270O,O3182S7853I,A9517O3656P,G9310M1866W,2017 Holden Captiva Active 7 Seater,2017,USED,Front, 4 Doors, 7 Seats,Grey / -,186954,12990
E9859E2725X,Q3614I2908W,W5954P2949V,D9922S2960W,2017 Kia Cerato S Premium,2017,USED,Front, 5 Doors, 5 Seats,Red / -,21350,22990
N4300S9714F,N3765X2666B,B1902D4187O,Y5167U3036U,2016 Audi RS3 Sportback Quattro,2016,USED,AWD, 5 Doors, 5 Seats,White / Black,47926,59990
J1797H4025W,I4801S1339N,R4146H1434J,S7167B9666I,2014 Mitsubishi Triton GL,2014,USED,Rear, 2 Doors, 2 Seats,White / -,88861,21880
U8920Y9499J,T4871T2080G,A8713D1810E,U1336K4705S,2007 Jeep Grand Cherokee Laredo (4X4),2007,USED,4WD, 4 Doors, 5 Seats,- / -,199000,10990
U4986B6775W,S4111A3064V,E1180Y8113I,V7022A8727L,2018 Mercedes-Benz C200,2018,USED,Rear, 4 Doors, 4 Seats,Blue / Black,72540,39990
H7671Y4497X,Q2721T8596R,H2334P8760G,B4398Z8485H,2020 Toyota Corolla ZR Hybrid,2020,USED,Front, 5 Doors, 5 Seats,Blue / -,87043,39990
W9315J8022K,I5801A6227N,W6968C8047E,B8397F4210R,2012 Ford Ranger XLT 3.2 (4X4),2012,USED,4WD, 4 Doors, 5 Seats,White / Grey,254121,21990
L7673Y3413X,Y9368I2564I,R9515N5586Y,U2785K2146B,2008 Honda Civic Type R,2008,USED,Front, 3 Doors, 4 Seats,Silver / -,165450,18990
S4989W9825I,A1586O9694B,J2002R6239W,F3829O6660Q,2022 Honda CR-V VTI X (2WD) 5 Seats,2022,USED,Front, 4 Doors, 5 Seats,White / -,15087,39990
N3001F8472E,F6899D9806Q,B4547X7094G,C8850I4098D,2013 Nissan Navara ST (4X4),2013,USED,4WD, 4 Doors, 5 Seats,White / -,159056,21990
V1957D1384M,Q9963S7158M,O9595C3978K,U6312J5152Y,2017 Hyundai Tucson Highlander (awd),2017,USED,AWD, 4 Doors, 5 Seats,White / -,97295,31990
G2822H2897C,X7688S3024L,V5806X1347W,A9066B4237I,2015 Mazda CX-5 Akera (4X4),2015,USED,AWD, 4 Doors, 5 Seats,Red / -,83095,26990
Q9809C5814J,E1582U1098X,H5026O8807D,L7043S3818V,2015 Toyota HiAce GL,2015,USED,Rear,,,White / Black,167379,32900
E5466D9080P,C2369V7503R,V4320V3254C,L9503H2578N,2017 Isuzu D-MAX LS-M HI-Ride (4X4),2017,USED,4WD, 4 Doors, 5 Seats,White / -,192988,28999
H8090I2068E,X1580F9896C,U1055K6299M,C5062F2265P,2014 Mercedes-Benz A200 CDI BE,2014,USED,Front, 5 Doors, 5 Seats,Blue / -,105663,22500
N8194G1501O,A6898S9428L,F3884K7721H,N7982D3128T,2007 Toyota HiAce LWB,2007,USED,Rear, 4 Doors, 3 Seats,White / Grey,222603,17990
G2132O2899H,Q2787A4533R,Z9764W6764B,K5266N1609Q,2020 Ford Puma,2020,USED,Front, 5 Doors, 5 Seats,Blue / -,22300,27800
X7544M8289Y,F9462O7160O,M8964E2783W,X1099H5802O,2022 Mazda 2 G15 Evolve,2022,USED,Front, 5 Doors, 5 Seats,Grey / -,11824,29990
N7774L1336A,A9739L4855O,Y9766D9115I,K3318U9640Y,2007 Toyota Corolla Ascent,2007,USED,Front, 5 Doors, 5 Seats,Silver / -,250318,10990
G4745T8529J,O8930H6526M,G5517C8230V,S9139Z9370R,2016 Jeep Grand Cherokee Laredo (4X4),2016,USED,4WD, 4 Doors, 5 Seats,White / Black,39967,34800
E1643Z4260D,E6435R6313Y,X1784O8429Q,A5333Y7619N,2020 Hyundai Tucson Active (2WD),2020,USED,Front, 4 Doors, 5 Seats,Blue / Grey,38341,28984
H2148C9085J,F6433M9541A,N8889G8526P,E9726G7763O,2020 Toyota Camry Ascent Sport,2020,USED,Front, 4 Doors, 5 Seats,Silver / Black,7528,32990
D9344P6684N,N1156V4859J,P4972T1207R,N1863A2374C,2018 Honda City VTI,2018,USED,Front, 4 Doors, 5 Seats,Silver / Black,94385,19999
R7592C8419B,S9828I5517D,H9101O6893W,B9573I3542C,2018 Toyota C-HR Koba (awd),2018,USED,AWD, 4 Doors, 5 Seats,Red / -,110047,29990
T3152S8170T,T3275C4694O,L9177S9787P,J4319V4488T,2012 Kia Sorento Platinum (4X4),2012,USED,AWD, 4 Doors, 7 Seats,Silver / Black,164189,16990
E6596H9070Z,T2246N5432W,P3157H6190O,Z2861V3860O,2013 Holden Cruze CD Equipe,2013,USED,Front, 5 Doors, 5 Seats,White / -,106722,10800
F2189H8755S,N2568T6310K,T5080K1271Z,X3103H8071E,2018 Isuzu MU-X LS-U (4X2),2018,USED,Front, 4 Doors, 7 Seats,White / Grey,72650,39880
O5951P6186E,S3183D7057W,S3673B8917V,Q8623G2422L,2015 Kia Cerato S,2015,USED,Front, 4 Doors, 5 Seats,Silver / -,123624,14995
N4846L3694B,S9140E6578A,V4749K2560G,G6053R4735T,2014 Lexus IS350 F Sport,2014,USED,Rear, 4 Doors, 5 Seats,Silver / Black,155620,27990
H8612I6017B,X7410E6639G,H1138H4319H,M8806L1755N,2018 Mazda 2 Maxx,2018,USED,Front, 5 Doors, 5 Seats,White / Black Cloth,53426,22990
L8977U9900J,M7915A8384Y,D7656E7106F,H7261P7643V,2009 Toyota Corolla Levin ZR,2009,USED,Front, 5 Doors, 5 Seats,Silver / -,114727,14995
O3840F7913U,K9776L4896D,G6826H5145G,L4995F3943R,2016 Toyota Kluger GXL (4X4),2016,USED,AWD, 4 Doors, 7 Seats,Grey / Black,98983,39280
L3085E9506V,E2554V8000F,G8039Q4820H,W4722K9601S,2007 Volkswagen Golf GTI,2007,USED,Front, 3 Doors, 5 Seats,Silver / Grey,160523,10990
B9040F6223N,D7958C7139V,X7121L3059A,A3550I5568O,2015 Holden Commodore SS-V Redline,2015,USED,Rear, 4 Doors, 5 Seats,White / Black Leather,96000,47990
A5960S6497J,C1112G2607F,X2748G4527X,F4034P2713K,2016 Nissan X-Trail ST (fwd),2016,USED,Front, 4 Doors, 5 Seats,Red / -,39397,23950
D3911T9326Q,K7890W1183F,R7637V7752K,I2586B2879J,2020 Hyundai I30,2020,USED,Front, 4 Doors, 5 Seats,White / -,54368,26990
P1841L4268C,H4415O4486Y,S1990T2105F,J6129S3749B,2014 Holden Cruze Equipe,2014,USED,Front, 5 Doors, 5 Seats,Silver / -,220683,7990
T2619R2778P,U2068Z8986S,M4079D1844T,V3851V3732M,2016 Mini Cooper Cooper S,2016,USED,Other,,,Black / Leather,79008,28999
S1236M3970L,I3130E8795N,G2314D7245P,Y2748Q6894A,2013 Toyota Camry Atara S,2013,USED,Front, 4 Doors, 5 Seats,Grey / Black,89140,17900
W8140J7878B,D8537Q6984O,Y6083X2024K,J4740U8925H,2013 Toyota Corolla Ascent,2013,USED,Front, 5 Doors, 5 Seats,Red / Black,149974,16990
W3190R3871X,D4082H1502S,G1340O5272F,P3733B8643W,2019 Hyundai I30 Active,2019,USED,Front, 4 Doors, 5 Seats,White / -,44879,26990
E5949B9053A,F5736L1834S,G7907O7000R,A8615H8432W,2016 Mazda BT-50 XT (4X4),2016,USED,4WD, 4 Doors, 5 Seats,White / -,110909,34913
N1503P5788L,O1619Q8745P,Y1836X5144W,C2309G4767Y,2013 Toyota Corolla Ascent,2013,USED,Front, 5 Doors, 5 Seats,White / Black,109519,19990
F6235O7995A,H8301S9299I,I4172R2752T,B1855P5676U,2020 Kia Stinger GT (black Leather),2020,USED,Rear, 4 Doors, 5 Seats,Grey / Red,19372,55888
E6985W6545D,E4637N1564Z,K9311A1399C,D5009G6062O,2015 Toyota RAV4 GXL (4X4),2015,USED,AWD, 4 Doors, 5 Seats,Silver / -,155198,24950
Z1563W1373O,Q3715Z3096B,N4212U7213Q,J4634X8321F,2012 Honda Jazz Vibe,2012,USED,Front, 5 Doors, 5 Seats,Green / -,111323,12800
C1192B4377B,I9941Q8525O,I7595H8878B,P1265W1145Z,2017 BMW 430I Gran Coupe M Sport,2017,USED,Rear, 5 Doors, 5 Seats,Grey / Beige,79882,41280
F2032D1127I,C9779X5453O,O5977G6321I,D5745G7382O,2008 Volkswagen Golf GTI,2008,USED,Front, 5 Doors, 5 Seats,Silver / -,155839,13990
W1399Q3553D,G2207J4335W,N8236N5380U,C3421Z9248A,2018 Subaru Outback 2.5I Premium,2018,USED,AWD, 4 Doors, 5 Seats,Grey / -,66805,33898
B6230X7118U,F4117H6596L,H8799K7372Y,C9587A1883S,2011 Ford Territory TX (rwd),2011,USED,Rear, 4 Doors, 5 Seats,Silver / -,227646,8913
X8078Y2465M,C9381Q6797V,G1608R8446C,U3909H3229G,2013 Kia RIO S,2013,USED,Front, 5 Doors, 5 Seats,Silver / -,88465,14888
R6264Y6164D,R3588X6276L,X2961Y9467C,P9441A4204C,2013 Holden Commodore SV6 Z-Series,2013,USED,Rear, 4 Doors, 5 Seats,Blue / -,237426,15995
Y3157X2799D,O7179K3507D,U2552U4007H,V6321Z2175F,1999 Toyota Landcruiser (4X4),1999,USED,4WD, 2 Doors, 3 Seats,Red / Grey,41750,48999
K4722T3267V,Z7638Q4513D,V2736N1743J,I5640A8463P,2013 Toyota Hilux SR,2013,USED,Rear, 4 Doors, 5 Seats,White / Grey,345194,12990
G9085E9327B,Y8409M7489H,P1545A1171B,K6927Z8769S,2017 Toyota Corolla ZR,2017,USED,Front, 5 Doors, 5 Seats,Red / Black,130970,23990
Y4780R6612M,C1605F5702I,Q7582S9946Z,L8661P1651K,2016 Honda Civic VTI-L,2016,USED,Front, 4 Doors, 5 Seats,Silver / Black,35612,24888
D4430Q2243N,G2366B4703T,W2954O8787F,G8502S2647E,2013 Audi A3 Sportback 1.8 Tfsi Ambition,2013,USED,Front, 5 Doors, 5 Seats,Brown / Grey,148265,13999
Z2035O7218Y,L3543U8962B,Y7942U6069O,J5911S4732U,2018 Hyundai I30 N Line,2018,USED,Front, 4 Doors, 5 Seats,Black / Leather,83494,27950
Y4726N2611O,C9714K5990L,O8001M8976A,T7502K8830J,2012 Mazda 2 Genki,2012,USED,Front, 5 Doors, 5 Seats,Silver / -,85492,13990
F3387B4166M,L3147J7628T,K6895Y4732S,E3316C7587L,2013 Volkswagen Tiguan 155 TSI (4X4),2013,USED,AWD, 4 Doors, 5 Seats,Grey / Black,126408,19999
Z9076T9412U,P6774E6292U,W4504W4183R,B2484R7249K,2017 Renault Trafic LWB,2017,USED,Front, 4 Doors, 3 Seats,White / -,173156,22950
L1011N6405Y,M4083U7159V,V3131X9454Y,Q8670Y2630M,2013 Peugeot 208 GTI,2013,USED,Front, 3 Doors, 5 Seats,Grey / Black,78783,14990
G1118D3954K,W9103X5172N,Q1256A7730R,E3531H8932F,2020 Land Rover Range Rover Evoque P200 S (147KW),2020,USED,AWD, 4 Doors, 5 Seats,Black / -,26227,69800
F1131L3446H,T7431O1842P,A6130K8859V,I3010A3161S,2017 Honda HR-V VTI,2017,USED,Front, 4 Doors, 5 Seats,Black / -,101821,20995
K1251T1656D,T6551Q9531O,I6555I3319O,I5587J1456N,2014 Mitsubishi Triton GLX (4X4),2014,USED,4WD, 4 Doors, 5 Seats,White / -,221872,14413
R8684C5347J,T2171X7043I,T1107H2438L,S7615E3865P,2015 Nissan Pulsar ST,2015,USED,Front, 4 Doors, 5 Seats,White / -,90691,14776
V5308P1636X,E3348T9964L,J2626E6978I,Y9334Z9041F,2018 Mazda 6 Touring (5YR),2018,USED,Front, 4 Doors, 5 Seats,Blue / -,24305,29990
M1885U8491P,E9643L7531C,U6039Y8426J,U8031T2089E,2007 Audi A4 2.0 Tfsi,2007,USED,Front, 4 Doors, 5 Seats,Silver / Black,168901,7950
D4887P3362G,V3079A7303F,L9659K2878M,I1397M5372Y,2005 Honda Accord VTI,2005,USED,Front, 4 Doors, 5 Seats,Gold / -,167562,7949
C4025N8061Z,H7861Y8909A,A4185W5841Y,A8365T2126P,2016 Audi SQ5 3.0 TDI Quattro,2016,USED,AWD, 5 Doors, 5 Seats,Grey / -,152995,29999
H9663J4196I,R1586X8517Y,F9793L8740D,X2701H7191N,2007 Toyota Corolla Ascent,2007,USED,Front, 4 Doors, 5 Seats,Silver / Cloth,236946,8880
Y5157B8365T,Y2137O5386T,X4375S5715H,C2365X9541R,2011 Holden Commodore SV6,2011,USED,Rear, 4 Doors, 5 Seats,Silver / -,183580,12990
G2456V7464A,V8147W7113L,Q4512X4269K,Y2665M1126L,2005 Mercedes-Benz CLK-Class C209 Elegance Coupe 2dr Spts Auto 7sp 3.5i Luxury,2005,USED,Other,,,Black / -,180499,9999
E4104H4407F,S3315N2131R,Z7395M6785N,T1462P2692P,2015 Nissan X-Trail TL (fwd),2015,USED,Front, 4 Doors, 5 Seats,Red / Black,124882,19888
I2410U4927S,K8818G3989A,H3276A9331I,L7186H7631C,2005 Mazda 6 Classic,2005,USED,Front, 4 Doors, 5 Seats,Gold / -,247519,5950
H9442C4554M,F2372C2619R,T6136X6613F,Y9637T6948E,2021 Audi Q3 35 Tfsi,2021,USED,Front, 4 Doors, 5 Seats,Blue / Black,9819,51990
Q1745P6011N,S1753N1486W,V5920D5310Q,Q6123Q3745U,2004 Lexus IS300 Sports Luxury,2004,USED,Rear, 4 Doors, 5 Seats,Black / -,124230,16000
L4010L5027V,S7538D9693Y,Q8305X5130Y,E6024A6645I,2020 Mitsubishi Triton GLX,2020,USED,Rear, 2 Doors, 2 Seats,White / Grey,43839,33990
D8785C2624G,Z5939H8514L,Z2052W3185Z,R8891N4553C,2012 Hyundai I30 Active,2012,USED,Front, 5 Doors, 5 Seats,Silver / -,106286,16990
G7129Q7275T,Z1538V5213B,L5334A6349W,B9653L4861W,2011 Mercedes-Benz C-CLASS W204 Elegance Sedan 4dr Spts Auto 5sp 1.8T Luxury,2011,USED,Other,,,Black / -,167420,15999
M4687I7644Y,L2251V3109S,O1954I2011X,X4155E2826Y,2018 Toyota Kluger GX (4X2),2018,USED,Front, 4 Doors, 7 Seats,White / -,128601,36888
D8747M1734A,D2201K4980M,X9642I7460H,I7791A8900E,2011 Subaru Outback 3.6R Premium,2011,USED,AWD, 4 Doors, 5 Seats,Black / Black,91016,16999
O2072O3958V,E4095F4808H,I1532E4576C,L8780D5191X,2014 Jaguar XF 2.2D Premium Luxury,2014,USED,Rear, 4 Doors, 5 Seats,Grey / -,38821,29800
T1641B5111D,V1597R7439C,W1216I9140L,I7842N9262N,2015 Nissan X-Trail ST-L 7 Seat (fwd),2015,USED,Front, 4 Doors, 7 Seats,White / -,94239,22990
L6673V6403L,G9995H2908P,I8960A4625N,Z7648H6579G,2013 Ford Ranger XLT 3.2 (4X4),2013,USED,4WD, 4 Doors, 5 Seats,White / -,167122,23913
L5458A4521N,U6169Y3930X,M6055Y1117C,Y9218M4602I,2004 Honda Accord Euro Luxury,2004,USED,Front, 4 Doors, 5 Seats,Silver / Black,207966,8990
O9837G8050N,W7091C2461H,S1256R4625V,D1985W4377A,2017 Ford Ranger XL 3.2 (4X4),2017,USED,4WD, 2 Doors, 2 Seats,- / -,108767,29999
E2859P2115D,X1219E4311E,I5589L1378D,P2974C6502L,2015 Volkswagen Polo 81 TSI Comfortline,2015,USED,Front, 5 Doors, 5 Seats,White / Grey,39578,16420
N3768K6866T,J9458V6283W,D7197L4418L,I8732W9537K,2015 Mazda 2 Genki,2015,USED,Front, 5 Doors, 5 Seats,Red / Grey,105633,16990
L4161A4265O,B2028K4539R,R9664M3045B,F9864Q5229A,2002 Nissan Pulsar ST,2002,USED,Front, 4 Doors, 5 Seats,Blue / Black,169981,7880
B1417E9204P,J5534O1845W,K9630J4713E,P2025L5471V,2017 Toyota HiAce,2017,USED,Other,,,Black / Grey,91702,38999
H4410V5842F,Q2685T6800E,P1066P3438R,U8812S9453F,2015 Hyundai Veloster,2015,USED,Front, 3 Doors, 4 Seats,White / Black,138263,21995
A5262E5007I,K1612U6253H,L4753Q9152M,E4758C4481C,2006 Toyota Corolla Ascent Seca,2006,USED,Front, 5 Doors, 5 Seats,Silver / Black,238016,5999
Z8263V1772N,G5001X4004Z,T2697J7613M,C6790I9302E,2013 Mercedes-Benz B-Class W246 Hatchback 5dr DCT 7sp 1.6T,2013,USED,Rear,,,White / -,44441,18990
C9598I7069L,D8255D5843W,I5596K5280A,H4492J7881U,2014 Audi Q3 2.0 TDI Quattro (130KW),2014,USED,AWD, 4 Doors, 5 Seats,White / Black Leather,73021,27995
I7431R2935L,X5815L6700M,M8494C3332A,T8364Y4588J,2010 Holden Cruze CDX,2010,USED,Front, 4 Doors, 5 Seats,Silver / Black Leather,106831,8995
T7626R3513O,Z4714A6859O,L4551Q1378H,M1751J9036E,2012 Hyundai I30 Trophy,2012,USED,Front, 5 Doors, 5 Seats,Red / -,209552,7995
I1124N8243R,J4077D7710X,Q9276D2382G,I6569P6450H,2021 Mitsubishi Outlander ES 5 Seat (awd),2021,USED,AWD, 4 Doors, 5 Seats,Red / -,51311,30888
M6201V2860L,K1177Q4609X,A3134Q5117M,M3606B3213C,2022 Toyota Yaris ZR Hybrid,2022,USED,Front, 5 Doors, 5 Seats,Brown / Black,17984,39990
K9766I9331E,H8365A8921M,R8196T3638K,H6222O4371H,2014 Jeep Grand Cherokee Limited (4X4),2014,USED,4WD, 4 Doors, 5 Seats,Black / Black,137763,24990
M6978D8165E,P3042K7614I,G4065G3630Q,Q3536D9350C,2022 Honda CR-V VTI X (2WD) 5 Seats,2022,USED,Front, 4 Doors, 5 Seats,Grey / -,21532,39990
Q2410W6086T,S5084M6567P,W8783H6014R,P3344L2335M,2015 Land Rover Discovery 4 3.0 SDV6 HSE,2015,USED,4WD, 4 Doors, 7 Seats,Black / Black,139968,54990
B1843B5553L,Z3135Z5087M,P1555K6232F,Z9863N4685C,2022 MG ZS Excite,2022,DEMO,Front, 4 Doors, 5 Seats,Blue / Knight Black Synthetic Leather,15,23690
N4772H8127V,E6219T9559M,P8248H5435X,P9142R2426N,2015 Mitsubishi Triton GLX (4X4),2015,USED,4WD, 4 Doors, 5 Seats,Silver / -,154276,28990
F9384W3645V,H8197N3152Q,X4011I5513F,U8517R4939Q,2009 Mercedes-Benz E500 Avantgarde,2009,USED,Rear, 4 Doors, 5 Seats,Black / Beige,98170,34990
L7527U9536C,E4753E4456E,A8410Z9434D,A9487P1988X,2023 Toyota HiAce Commuter High Roof Super LWB GL,2023,USED,Rear,,,White / Black,90,79800
V1829G2219S,I1721E5305B,F5022G4923S,B1710T3165J,2013 Kia RIO S,2013,USED,Front, 5 Doors, 5 Seats,Silver / Grey,131990,11490
M3534B5399S,Q6996J5020L,H7948F8840N,W9876H8467H,2019 Toyota Corolla Ascent Sport,2019,USED,Front, 5 Doors, 5 Seats,White / -,173605,18995
B1164W4207S,D5097T7626G,W5796O9385H,B7287W4628F,2017 Toyota HiAce LWB,2017,USED,Rear, 4 Doors, 2 Seats,White / Grey,160331,34995
O5453F7862R,P9824T8605W,Q8229U9837C,Z4819I4952N,2010 Holden Commodore Omega,2010,USED,Rear, 4 Doors, 5 Seats,White / -,203500,7995
Y3035P3376L,C8180O2246N,I9730S9130U,W1940Z7351R,2018 Toyota Hilux SR (4X4),2018,USED,4WD, 4 Doors, 5 Seats,White / -,37726,49913
X1448U3197P,L5525B6172O,A9450J7667U,W5440P2014N,2018 Mazda 3 SP25,2018,USED,Front, 5 Doors, 5 Seats,White / Black,50304,23400
P9433R1912U,A1623W1763T,M1037L4498C,H6426N1773U,2018 BMW M140I,2018,USED,Rear, 5 Doors, 5 Seats,White / Black,59223,44990
W4239B4655F,T5296Y4582Q,E7273N1213M,F7419M9462Y,2013 Hyundai Accent Active,2013,USED,Front, 4 Doors, 5 Seats,Silver / Black,103629,12995
N8192E6734F,V8362C5402O,H5164T2280B,I9070Z6776H,2013 Holden Calais VF Sedan 4dr Spts Auto 6sp 3.6i,2013,USED,Rear,,,Silver / -,224899,15800
C9012A9212E,E8561W2221J,G6771Y4138J,Q1866W2698T,2015 Jeep Grand Cherokee Laredo (4X4),2015,USED,4WD, 4 Doors, 5 Seats,Red / -,92805,23913
K7061X8498O,A1657H5823H,P7277U8045Z,X7572Y4561H,2005 Mercedes-Benz C200 Kompressor Classic,2005,USED,Rear, 4 Doors, 5 Seats,Black / Black Leather,98800,9888
T6614V1260J,H8328Z6703F,O1941O1911H,W2422F8086N,2009 Holden Commodore SV6,2009,USED,Rear, 4 Doors, 5 Seats,Silver / Black,127994,13990
N1986L6853A,L1762J4965D,F1963G5722V,Q1533Y5666O,2015 Subaru Impreza 2.0I-S (awd),2015,USED,AWD, 5 Doors, 5 Seats,Black / Black,171352,15999
N5791I7238F,T1304R8957Q,L3130W5082N,T6041V9132U,2015 Mazda BT-50 XT (4X4),2015,USED,4WD, 4 Doors, 5 Seats,White / -,31931,38800
R6780V1254J,J9490W2978Q,I6195Z1308Y,I6470Q1876A,2011 Suzuki Swift GL,2011,USED,Front, 5 Doors, 5 Seats,Black / -,158817,11800
G7405K3798N,R5875B4750F,D4262Z8832K,P2198W9812L,2016 Volkswagen Golf 92 TSI,2016,USED,Front, 5 Doors, 5 Seats,Grey / Grey,89757,16990
L6923K6847C,C5662P5143U,U6244F9478B,U2668I8617Y,2017 Mitsubishi Pajero GLX,2017,USED,Other,,,Blue / Grey,151105,36999
E1306R9091X,X8136U5688I,N3050P8266R,C5444X2009K,2011 Mercedes-Benz E250 CGI Avantgarde,2011,USED,Rear, 4 Doors, 5 Seats,Silver / Black,120209,18990
J9767O3995K,S9364K3798S,U9563L1984D,N9063L2755P,2011 Holden Commodore Omega,2011,USED,Rear, 4 Doors, 5 Seats,White / -,174239,13800
K4946L8810B,J7323R2065I,H5286E6782U,F1203J6125F,2004 Toyota Camry Sportivo,2004,USED,Front, 4 Doors, 5 Seats,Gold / -,95362,12995
N2421T7461N,N8500F2703B,E9804V8682P,L2359U7924H,2018 Toyota C-HR Koba (awd),2018,USED,AWD, 4 Doors, 5 Seats,- / Black,67615,32980
I3776M9009Y,B3786L4165B,Y7969E2833A,U8357Y8874U,2017 Peugeot 308 Active,2017,USED,Front, 5 Doors, 5 Seats,Red / Black,41522,18777
D2881D1161O,W2872V4612M,I1709W8069F,E7862Y8738P,2018 Audi Q2 1.4 Tfsi Design,2018,USED,Front, 4 Doors, 5 Seats,Yellow / -,38238,35800
T6273D2860V,G2196D3122U,V8752G9315L,A5869C8984S,2018 Kia Sorento SLI (4X4),2018,USED,AWD, 4 Doors, 7 Seats,White / -,157465,28950
S9408M4470T,B3220K8684X,I1777Y8545W,S8310Q6877L,2017 BMW 218I Active Tourer Sport Line,2017,USED,Front, 4 Doors, 5 Seats,White / -,44286,26800
Y6031U6433W,T8629S9939Q,X4465Z8110D,U1592B3220C,2017 Hyundai Tucson Elite (awd),2017,USED,AWD, 4 Doors, 5 Seats,White / -,116134,28880
K3967Q1889I,P3717G4353O,S7583F1402D,B5492Y5720A,2007 Nissan Patrol ST-S (4X4),2007,USED,4WD, 4 Doors, 7 Seats,Blue / -,165374,32950
U4613Z4662J,L5640E5517F,N8311Z6041V,W2322P6318Z,2020 Hyundai I30 GO,2020,USED,Front, 4 Doors, 5 Seats,White / Grey,40178,26300
K6168S6063W,Z1185E2477R,Y2760O8492B,Y4123U2003D,2010 Honda Accord Euro Euro,2010,USED,Front, 4 Doors, 5 Seats,Red / Black  Cloth,191701,10499
O2824R9214X,D8421E6251J,G7587X2911B,U6891Q1374M,2019 Mitsubishi ASX ES (2WD),2019,USED,Front, 4 Doors, 5 Seats,White / -,43534,25990
L5128L1836E,F4220M8201U,H9979P8304R,X3889O5006K,2015 Nissan Qashqai TI (4X2),2015,USED,Front, 4 Doors, 5 Seats,White / Black,77936,23990
R9929B6409V,J5322H3693L,L1786F3037U,L3522W6852Z,2015 Toyota Landcruiser Workmate (4X4),2015,USED,4WD, 2 Doors, 3 Seats,White / -,217658,56913
G3980H3484N,X3028T2467W,F6727L7589P,Y7567D2314W,2015 Volkswagen Passat 132 TSI Comfortline,2015,USED,Front, 4 Doors, 5 Seats,White / Black,49801,26990
